Node	PosxNode	PosyNode	Name	Lines
1314	450516,3	4479759	AV.LOGROÑO-MARQUES DE BERNA	105/2 112/1 115/2 504/2
1315	450813,4	4480152	AV.LOGROÑO-ARIADNA	105/1 115/1 504/1
1316	450800	4480179	AV.LOGROÑO-ARIADNA	105/2 115/2 504/2
1317	450948,9	4480423	AV.GENERAL-JEREZ DE LOS CABALLEROS	105/1 115/1 504/1
1319	451174	4480733	PZA.HNOS.FALCO Y ALVAREZ DE TOLEDO	101/1 101/2 105/2 115/2 504/1 504/2
1321	450799	4480557	AV.LOGROÑO-ALGEMESI	105/1 115/1
1322	450778,1	4480551	AV.LOGROÑO-ALGEMESI	105/2 115/2
1323	450445,3	4480521	PZA.NTRA.SRA.DE LORETO	115/1 115/2
1324	444886	4476784	VIRGEN DEL SAGRARIO-VIRGEN DEL CASTAÑAR	21/2
1325	439884	4475948	ALBERTO AGUILERA-GALILEO	21/2 602/1
1326	447689,3	4478749	BOJ-AV.LOS ANDES	153/2
1327	446499	4473438	DR.GARCIA TAPIA-FTE.CARRANTONA	30/2
1328	447764,6	4478632	SANDALO-AV.LOS PRUNOS	153/2
1329	439231,7	4476292	MELENDEZ VALDES-PRINCESA	82/1 82/2 132/1 132/2
1330	438599,7	4476961	AV.ARCO VICTORIA-PZA.CARDENAL CISNEROS	83/1 133/1 160/1 161/1 162/1
1331	438654	4476836	AV.ARCO VICTORIA-AV.SENECA	46/1 82/2 83/2 92/2 99/2 132/2 133/2 162/2
1332	438320	4477181	AV.PUERTA DE HIERRO-AGRONOMOS	83/1 133/1 162/1
1333	438181	4477245	AV.PUERTA DE HIERRO-AGRONOMOS	83/2 133/2 162/2
1334	438036	4477521	AV.PUERTA DE HIERRO-PALACIO MONCLOA	83/1 133/1 162/1
1335	438005	4477506	AV.PUERTA DE HIERRO-PALACIO MONCLOA	83/2 133/2 162/2
1336	437716	4478015	AV.PUERTA DE HIERRO-FILOSOFIA B	83/1 133/1 162/1
1337	447944	4475361	ARCOS DE JALON-TALLISTAS	153/2
1338	437626	4478104	FACULTAD DE VETERINARIA	83/1 133/1 162/1
1340	437420,7	4478438	CTRA.MADRID AL PARDO	83/1 133/1
1341	436941	4479198	PARQUE DEPORTIVO PTA.DE HIERRO	83/1 133/1
1342	436909	4479163	PARQUE DEPORTIVO PTA.DE HIERRO	83/2 133/2
1343	436565	4480283	CTRA.MADRID AL PARDO-INST.LLORENTE	83/1 133/1
1344	436491,3	4480273	CTRA.MADRID AL PARDO-INST.LLORENTE	83/2 133/2
1346	436430	4480607	CTRA.MADRID AL PARDO-ARROYOFRESNO	83/2 133/2
1347	436931,1	4480984	AV.C.HERRERA ORIA-FUENTEMILANOS	83/1 133/1
1348	436875,4	4480986	AV.C.HERRERA ORIA-NAVALUENGA	83/2 133/2
1349	437264	4481127	ARROYOFRESNO-AV.C.HERRERA ORIA	83/1 133/1
1350	437371,5	4481172	AV.C.HERRERA ORIA-ARROYOFRESNO	83/2 133/2
1351	437523	4481169	AV.C.HERRERA ORIA-GASCONES	83/1 133/1
1352	437981	4481121	AV.C.HERRERA ORIA-ENRIQUE LEYRA	83/1 133/1
1353	437969,4	4481157	AV.C.HERRERA ORIA-ENRIQUE LEYRA	83/2 133/2 520/1
1354	438504,6	4481316	AV.C.HERRERA ORIA-ISLAS MARQUESAS	64/1 83/1 133/1
1355	438778	4481496	AV.C.HERRERA ORIA-RAMON GOMEZ SERNA	64/2 83/2 133/2
1356	439093,6	4481630	AV.C.HERRERA ORIA-ISLA DE AROSA	64/1 83/1 133/1
1357	439169	4481717	AV.C.HERRERA ORIA-ISLA DE AROSA	49/1 64/2 83/2 133/2
1358	439340,2	4481669	ISLA DE AROSA-ISLAS CIES	83/1 133/1 521/2
1359	439548	4481646	FERMIN CABALLERO-AV.BETANZOS	67/2 83/1 127/1 133/1
1360	439565	4481673	FERMIN CABALLERO-AV.BETANZOS	67/1 83/2 124/1 127/2 133/2
1361	439340,7	4481692	ISLA DE AROSA-ISLAS CIES	83/2 124/1 133/2 521/1
1362	439697,6	4481401	AV.BETANZOS-Pº DE LA VAGUADA	83/1
1363	439718	4481398	AV.BETANZOS-Pº DE LA VAGUADA	83/2
1364	439802	4481240	MONFORTE DE LEMOS-AV.BETANZOS	49/1 83/1 128/1 132/1 137/1 522/1
1365	439849,4	4481277	MONFORTE DE LEMOS-AV.BETANZOS	49/2 83/2 128/2 132/2 137/2 522/2
1366	440038,9	4481302	MONFORTE DE LEMOS-JUNTA MUNICIPAL	49/1 83/1 128/1 132/1 137/1 522/1
1367	440038,4	4481326	MONFORTE DE LEMOS-JUNTA MUNICIPAL	49/2 83/2 128/2 132/2 137/2 522/2
1368	440370,6	4481388	MONFORTE DE LEMOS-LA VAGUADA	49/1 83/1 128/1 132/1 137/1 522/1
1369	440210	4481379	LA VAGUADA	128/1 128/2 522/1 522/2
1370	440545	4481494	FINISTERRE-MONFORTE DE LEMOS	83/1 132/1
1371	440525	4481502	FINISTERRE-MONFORTE DE LEMOS	83/2 132/2 522/1
1372	440602,9	4481759	PEDRO RICO-FINISTERRE	83/1 132/1
1373	440782,3	4481842	PEDRO RICO-ARZOBISPO MORCILLO	83/1 132/1
1374	440760,8	4482023	NARCIS MONTURIOL-SANGENJO	67/1 83/1
1375	440781,7	4481968	NARCIS MONTURIOL-SANGENJO	83/2 522/1
1376	440901,7	4482213	SANGENJO-FERMIN CABALLERO	67/1 83/1 83/2
1377	440748	4482218	FERMIN CABALLERO Nº 14	67/1 83/2
1378	440504	4481998	PATONES-SANGENJO	83/2
1379	440818,2	4481804	A.LOPEZ AGUADO-ARZOBISPO MORCILLO	83/2 132/2 522/1
1380	440589,1	4481697	A.LOPEZ AGUADO Nº 16	83/2 132/2
1381	440393,1	4477639	BRAVO MURILLO-MAUDES	37/1 37/2
1382	440386	4477418	BRAVO MURILLO-CRISTOBAL BORDIU	3/2 37/1 149/2
1383	440373,2	4476837	BRAVO MURILLO-JOSE ABASCAL	37/1 149/2 523/2
1384	440364	4476666	BRAVO MURILLO-DONOSO CORTES	37/1 149/2
1385	440417	4476461	FEIJOO-BRAVO MURILLO	37/1
1386	440568	4476422	GRAL.ALVAREZ CASTRO-ELOY GONZALO	3/2 37/1
1387	440593	4476455	GRAL.ALVAREZ CASTRO-ELOY GONZALO	37/2 149/1
1388	440694	4476039	TRAFALGAR-LUCHANA	3/2 37/1
1389	440728	4476037	TRAFALGAR-LUCHANA	37/2
1393	441178	4475265	PZA.DE LAS SALESAS	37/2
1395	440514,6	4476667	GRAL.ALVAREZ CASTRO-Gª PAREDES	37/2 149/1
1396	449830,9	4477366	DEYANIRA-EUTERPE	77/1 505/1
1397	440698	4476980	STA.ENGRACIA-BRETON LOS HERREROS	3/1 37/2 149/1 523/1
1398	440617	4477235	STA.ENGRACIA-RIOS ROSAS	3/1 37/2 149/1 523/1
1399	440531	4477495	STA.ENGRACIA-MARIA DE GUZMAN	3/1 37/2 45/1 149/1
1400	449889	4477368	DEYANIRA-EUTERPE	77/2 505/2
1401	441639,2	4473328	INTERCAMBIADOR ATOCHA-RENFE	10/1 14/2 26/1 32/1 37/1 69/2 509/1 510/1 511/1 525/1
1402	441980	4473191	AV.CDAD.BARCELONA Nº 6	24/1 37/1 54/1 57/1 102/1 141/1
1403	441990	4473218	AV.CDAD.BARCELONA FRENTE Nº 6	24/2 37/2 54/2 57/2 141/2
1404	442367,8	4473026	AV.CDAD.BARCELONA-MENENDEZ PELAYO	24/1 37/1 54/1 57/1 141/1 510/1 525/1
1405	442283,7	4473100	AV.CDAD.BARCELONA-MENENDEZ PELAYO	24/2 37/2 54/2 57/2 141/2 510/2 525/2
1406	442553,6	4472912	AV.CDAD.BARCELONA-JUAN DE URBIETA	24/1 37/1 54/1 57/1 141/1
1407	442571	4472931	AV.CDAD.BARCELONA-JUAN DE URBIETA	24/2 37/2 54/2 57/2 141/2
1408	442793	4472740	AV.CDAD.BARCELONA-DR.ESQUERDO	24/1 37/1 54/1 57/1 141/1 510/1 525/1
1409	442795	4472771	AV.CDAD.BARCELONA-DR.ESQUERDO	24/2 37/2 54/2 57/2 141/2 510/2 525/2
1410	443083	4472540	AV.CDAD.BARCELONA-SECO	8/1 10/1 24/1 37/1 54/1 56/1 57/1 136/1 141/1 310/1
1411	443093,9	4472559	AV.CDAD.BARCELONA-LUIS MITJANS	8/2 10/2 24/2 37/2 54/2 56/2 57/2 136/2 141/2 310/2
1412	450189,3	4477316	DEYANIRA Nº 17	77/1 505/1
1413	439490,3	4477679	GTA.PTE.GARCIA MORENO	45/1 45/2
1414	439686	4477727	AV.REINA VICTORIA-GUZMAN EL BUENO	45/2
1415	439808,7	4477774	AV.REINA VICTORIA-GRAL.I.IBERO	45/2 68/2 91/2
1416	439812,9	4477808	AV.REINA VICTORIA-GRAL.I.IBERO	45/1 69/1 91/1
1417	440151,5	4477804	AV.REINA VICTORIA-AV.PABLO IGLESIAS	45/2 68/2 91/2 127/2
1418	440097,3	4477844	AV.REINA VICTORIA-AV.PABLO IGLESIAS	45/1 69/1 91/1 127/1
1419	440399,3	4477663	BRAVO MURILLO-MAUDES	3/2 45/2 149/2 523/2
1420	440462	4477702	STA.ENGRACIA Nº 162	3/1 45/1 149/1 523/1
1421	440455	4477387	CRISTOBAL BORDIU-STA.ENGRACIA	45/2
1422	440674	4477371	CRISTOBAL BORDIU-ALENZA	45/2
1423	440948	4477356	CRISTOBAL BORDIU-ALONSO CANO	45/2
1424	441169	4477321	AGUSTIN BETANCOURT-C.BORDIU	45/2
1425	441112	4471575	PZA.DE LEGAZPI-MAESTRO ARBOS	22/1 22/2 79/1 79/2 123/1 123/2
1426	450167,9	4477334	DEYANIRA Nº 17	77/2 505/2
1427	443359	4475628	PZA.MANUEL BECERRA-DR. ESQUERDO	56/1 68/1 143/1 156/1
1428	443435	4475650	PZA.MANUEL BECERRA-DR.ESQUERDO	12/2 56/2 69/2 143/2 156/2
1429	442831	4476434	DIEGO DE LEON-CONDE DE PEÑALVER	61/2
1430	447656	4472739	CORDEL DE PAVONES-LOS JUGLARES	71/1
1431	443258,7	4473784	DR.ESQUERDO-AV.NAZARET	56/1 143/1 156/1
1432	443292,3	4473790	DR.ESQUERDO-AV.NAZARET	56/2 143/2 156/2
1433	443228,6	4473392	DR.ESQUERDO-PZA.CONDE CASAL	56/1 143/1 156/1
1434	443264	4473380	DR.ESQUERDO Nº 173	32/1 56/2 143/2 156/2
1435	443030	4473018	DR.ESQUERDO-CAVANILLES	10/1 56/1 156/1
1436	443071,4	4473016	DR.ESQUERDO-CAVANILLES	56/2 156/2
1437	442869	4472788	DR.ESQUERDO-AV.CDAD.BARCELONA	56/1 156/1
1439	447561	4472445	CORDEL DE PAVONES-LOS PINILLAS	71/1
1440	441411,1	4467223	J.JOSE MTNEZ.SECO-ESPERANZA MACARENA	85/1 123/1 513/2
1441	441421	4467235	J.JOSE MTNEZ.SECO-E.MACARENA	85/2 123/2
1442	441569,7	4467223	J.JOSE MTNEZ.SECO-BENITA LOPEZ	85/1 123/1
1443	441527,7	4467233	J.JOSE MTNEZ.SECO-BENITA LOPEZ	85/2 123/2
1444	441789,7	4467224	J.JOSE MTNEZ.SECO-DIAMANTE	85/1 123/1 513/2
1445	441748	4467238	J.JOSE MTNEZ.SECO-DIAMANTE	85/2 123/2
1446	441905,5	4467303	CAMPOS IBAÑEZ-J.JOSE MTNEZ.SECO	85/1 123/1 513/2
1447	447506	4472265	CORDEL DE PAVONES-JOSE PRAT	71/1
1448	444528,8	4474883	FELIX RGUEZ.DE LA FUENTE-JOSE L.ARRESE	71/1
1449	442225	4467490	CONCEPCION DE LA OLIVA Nº 13	85/2 123/1 123/2
1450	441859	4467268	ANDREA JORDAN-J.JOSE MTNEZ.SECO	85/2 123/2
1452	438598,1	4474094	SAAVEDRA FAJARDO-DOÑA URRACA	138/1
1453	438453	4474017	DOÑA BERENGUELA-CARAMUEL	138/1
1454	438403	4473788	CARAMUEL-ANTILLON	138/1
1455	438424	4473767	CARAMUEL-ANTILLON	138/2
1456	438434	4474075	CARAMUEL-ANTONIO ZAMORA	138/2
1457	438302,3	4473665	CARAMUEL-DOÑA MENCIA	138/1
1458	438318,6	4473654	CARAMUEL-DOÑA MENCIA	138/2
1459	437909	4473227	MARIA DEL CARMEN-SEPULVEDA	138/1
1460	437954	4473187	SEPULVEDA-MARIA DEL CARMEN	138/2
1461	437573	4473065	SEPULVEDA-GOTARRENDURA	138/1
1462	437566,3	4473041	SEPULVEDA-GOTARRENDURA	138/2
1463	437395,3	4473107	SEPULVEDA-AV.APOSTOLES	138/1
1464	437405,8	4473086	SEPULVEDA-AV.APOSTOLES	138/2
1465	437132	4473142	SEPULVEDA-HUERTA DE CASTAÑEDA	138/1
1466	437147	4473120	SEPULVEDA-HUERTA DE CASTAÑEDA	138/2
1467	436864,5	4473131	SEPULVEDA-HIGUERAS	138/1
1468	436906,7	4473117	SEPULVEDA-HIGUERAS	138/2
1469	436729,7	4473107	SEPULVEDA-CEBREROS	138/1
1470	436619,5	4473060	SEPULVEDA-PRADALES	138/2
1471	436513,6	4473043	SEPULVEDA-CASTROSERNA	138/1
1472	436249,8	4472908	SEPULVEDA-BERLANAS	138/1
1473	436251	4472888	SEPULVEDA-BERLANAS	138/2
1474	436062,8	4472706	SEPULVEDA-CONC.FCO.J.JIMENEZ M.	138/1
1475	436083,1	4472706	SEPULVEDA-CONC.FCO.J.JIMENEZ M.	138/2
1476	435851,7	4472316	VALMOJADO-SESEÑA	138/1
1477	435886	4472343	VALMOJADO-SESEÑA	138/2
1478	435766,6	4471986	VALMOJADO-CAMARENA	138/1
1479	435782,9	4471997	VALMOJADO-CAMARENA	138/2
1480	435743,5	4471775	VALMOJADO-ILLESCAS	121/1 138/1
1481	435761	4471769	VALMOJADO-ILLESCAS	138/2
1482	435712,7	4471481	VALMOJADO Nº 209	121/1 138/1
1483	435728	4471446	VALMOJADO Nº 209	138/2
1484	435608,3	4471183	VALMOJADO-MAQUEDA	121/1 138/1
1486	441738	4480056	Pº CASTELLANA-AGUSTIN DE FOXA	66/1 124/1 147/1 457/1 524/1 704/1
1487	441829,8	4480477	Pº CASTELLANA-JOSE VASCONCELOS	66/1 67/1 124/1 134/1 135/1 147/1 173/1 174/1 176/1 178/1 457/1 524/1 704/1
1488	441891,8	4480716	Pº CASTELLANA-MQUES.TORRELAGUNA	66/1 173/1 174/1 176/1 178/1 457/1 704/1
1489	441755,3	4480956	MONFORTE DE LEMOS-Pº CASTELLANA	67/1 124/1 134/1 135/1 524/1
1490	441464	4480887	SINESIO DELGADO-INST.DE SALUD CARLOS III	147/1
1491	441456,7	4480869	SINESIO DELGADO-INST.DE SALUD CARLOS III	147/2
1492	440974,9	4480878	SINESIO DELGADO-HOSPITAL CARLOS III	147/1
1493	440974,1	4480861	SINESIO DELGADO-HOSPITAL CARLOS III	147/2
1494	440561	4480782	SINESIO DELGADO-GINZO DE LIMIA	42/1
1495	440619	4480743	SINESIO DELGADO-AV.ASTURIAS	42/2
1496	440382	4480691	RIBADAVIA-SINESIO DELGADO	42/1
1497	440381	4480675	RIBADAVIA-SINESIO DELGADO	42/2
1498	440077	4480655	RIBADAVIA Nº 27	42/1
1499	440085	4480634	RIBADAVIA Nº 12	42/2
1500	439845,3	4480631	RIBADAVIA-CHANTADA	42/1
1501	439783,7	4480764	AV.BETANZOS-CHANTADA	42/1
1502	439763	4480770	AV.BETANZOS-CHANTADA	42/2
1503	439821,2	4480874	AV.BETANZOS-M.FDEZ.ALMAGRO	42/1 49/1 126/1 128/1 522/1
1504	439817	4480914	AV.BETANZOS-M.FDEZ.ALMAGRO	42/2 49/2 126/2 128/2 522/2
1505	439796,4	4481066	AV.BETANZOS-LA BAÑEZA	42/1 49/1 126/1 128/1 147/1
1506	439773	4481095	AV.BETANZOS-LA BAÑEZA	42/2 49/2 126/2 128/2 147/2
1507	439614,6	4481078	LA BAÑEZA-PONFERRADA	42/1 126/1 147/1
1508	439629,1	4481067	LA BAÑEZA-PONFERRADA	42/2
1509	439378	4481024	LA BAÑEZA-Cº DE GANAPANES	42/1 132/2 137/2
1510	439384,7	4481000	LA BAÑEZA-Cº DE GANAPANES	42/2 132/1 137/1
1511	439229	4480985	LA BAÑEZA-CANDIDO MATEOS	42/1 132/2 137/2
1512	439224	4480955	LA BAÑEZA-CANDIDO MATEOS	42/2 132/1 137/1
1513	439004,2	4480823	CESAR MANRIQUE-ISLA MALAITA	127/2 132/2 521/2
1514	439020,8	4480822	CESAR MANRIQUE-JUAN SANCHEZ	127/1 132/1 521/1
1515	439038,7	4480657	CESAR MANRIQUE-LA CABRERA	42/1 127/2 132/2 521/2
1516	439062	4480635	CESAR MANRIQUE-LA CABRERA	42/2 127/1 132/1 521/1
1517	438824,9	4480725	JOAQUIN LORENZO-ISLA MALAITA	42/1
1518	438842,1	4480700	JOAQUIN LORENZO-ISLA MALAITA	42/2
1520	438694	4480790	DR.RAMON CASTROVIEJO-J.LORENZO	42/2 137/1
1522	438275,9	4480908	ISLAS ALEUTIANAS-JOAQUIN LORENZO	42/1 42/2 64/2 520/2
1523	438422	4480689	DR.RAMON CASTROVIEJO-JUAN J.LOPEZ IBOR	42/2 137/1
1524	439883,1	4480647	CHANTADA-RIBADAVIA	42/2
1525	441796,9	4480825	SINESIO DELGADO-Pº CASTELLANA	147/2
1526	441793,3	4480690	Pº CASTELLANA-LUIS ESTEBAN	67/2 124/2 134/2 135/2 147/2 173/2 176/2 178/2
1527	441745,2	4480460	Pº CASTELLANA-GRAL.ARANDA	67/2 124/2 134/2 135/2 147/2 173/2 176/2 178/2 524/2
1530	441559	4479891	BRAVO MURILLO-PLAZA CASTILLA	49/1 66/2 124/2
1531	441576,5	4479856	BRAVO MURILLO-PZA.CASTILLA	49/2 66/1 124/1 149/1 149/2
1532	441354,1	4479842	BRAVO MURILLO-AGUILEÑAS	49/1 66/2 124/2 522/1 523/2
1533	441314	4479803	BRAVO MURILLO-ANIBAL	49/2 66/1 124/1 522/2 523/1
1535	440861,3	4479853	CAPITAN BLANCO ARGIBAY-MULLER	49/2 522/2
1537	440445,6	4480022	CAPITAN BLANCO ARGIBAY-PINOS BAJA	49/2 177/1 522/2
1539	440265,7	4480104	CAPITAN BLANCO ARGIBAY-SORGO	49/2 177/1 522/2
1540	440036,1	4480185	CAPITAN BLANCO ARGIBAY-Pº DE LA DIRECCIO	49/1 522/1
1542	439745,2	4480568	GTA.PIEDRAFITA DEL CEBRERO	49/1 126/1 128/1 522/1
1543	439700	4480574	GTA.PIEDRAFITA DEL CEBRERO	49/2 126/2 128/2 522/2
1544	440413	4481472	GINZO DE LIMIA-LA VAGUADA	49/1 134/1 523/1
1545	440385,9	4481478	GINZO DE LIMIA-LA VAGUADA	49/2 134/2 523/2
1546	440310,9	4481823	GINZO DE LIMIA-SANGENJO	49/1 134/1 522/1 523/1
1547	440290,6	4481791	GINZO DE LIMIA-SANGENJO	49/2 134/2 523/2
1548	440122	4482012	GINZO DE LIMIA-VALENCIA DE DON JUAN	49/1 134/1
1549	440085,4	4482007	GINZO DE LIMIA-CDAD.PERIODISTAS	49/2 134/2
1550	438758	4481551	RAMON GOMEZ SERNA-AV.C.HERRERA ORIA	49/1 67/1
1551	438754	4481511	RAMON GOMEZ SERNA-AV.C.HERRERA ORIA	49/2 67/2 520/2
1552	438855	4481746	RAMON GOMEZ SERNA-JULIO CALVO	49/1
1553	438867,6	4481803	RAMON GOMEZ SERNA-JULIO CALVO	49/2
1554	438865	4482075	RISCOS DE POLANCO-VALLE P.LLANOS	49/1
1555	438850	4482075	RISCOS DE POLANCO-VALLE PINARES LLANOS	49/2
1556	438868	4482222	RISCOS DE POLANCO-CERRO CARRASQUETA	49/1
1557	444526,6	4474864	FELIX RGUEZ.DE LA FUENTE-JOSE L.ARRESE	71/2
1558	439184,3	4482291	SENDA DEL INFANTE-CERRO MINGUETE	49/1
1559	439160	4482275	SENDA DEL INFANTE-CERRO MINGUETE	49/2 64/2
1560	439149	4482392	GTA.PRADERA DE LOS CORRALILLOS	49/2 64/2
1561	439202	4482440	GTA.PRADERA DE LOS CORRALILLOS	64/1
1563	439398	4482330	VENTISQUERO CONDESA-C.MINGUETE	64/1
1564	439288	4482259	CERRO MINGUETE-VENTISQUERO CONDESA	521/1
1565	439465	4481782	AV.C.HERRERA ORIA-VENTISQUERO CONDESA	49/2 64/1 124/1 124/2
1566	440384	4477855	GTA.CUATRO CAMINOS	64/1 64/2
1568	440454	4478061	BRAVO MURILLO-PALENCIA	3/1 64/1 66/1 124/1 128/1 523/1
1569	440490	4478322	BRAVO MURILLO-TERUEL	3/1 64/1 66/1 124/1 128/1
1570	440454	4478297	BRAVO MURILLO-CAROLINAS	3/2 64/2 66/2 124/2 128/2
1571	440537	4478681	BRAVO MURILLO-MANUEL LUNA	64/1 66/1 124/1 126/2 128/1 523/1
1572	440564	4478967	LOPE DE HARO-BRAVO MURILLO	64/1 126/1 128/1
1573	440292,8	4478888	FCOS.RODRIGUEZ-MARGARITAS	64/1 126/1 128/1
1574	440302	4478867	FCOS.RODRIGUEZ-MARGARITAS	64/2 126/2 128/2
1575	439973	4478942	FCOS.RODRIGUEZ-GUADALIX	64/1 126/1 128/1
1576	439884	4478966	FCOS.RODRIGUEZ-GUADALIX	64/2 126/2 128/2
1577	439727	4479021	FCOS.RODRIGUEZ-OFELIA NIETO	64/1 126/1 127/1 132/1 521/1
1578	439726	4478981	FCOS.RODRIGUEZ-PABLO IGLESIAS	64/2 126/2 127/2 132/2 521/2
1579	439534	4479084	FCOS.RODRIGUEZ-INST.VIRGEN DE LA PALOMA	64/1
1580	439527	4479057	FCOS.RODRIGUEZ-INST.VIRGEN DE LA PALOMA	64/2
1581	439163	4479237	FCOS.RODRIGUEZ-ANTONIO MACHADO	64/1
1582	439162	4479206	FCOS.RODRIGUEZ-ANTONIO MACHADO	64/2
1583	439148	4479468	ANTONIO MACHADO-A.MARTIN ALZAGA	64/1
1584	439122	4479461	ANTONIO MACHADO-MARTIRES MARISTAS	64/2
1585	438840	4479741	ISLA DE OZA-AURORA	64/1
1586	438830,8	4479737	ISLA DE OZA-ISLA DE NELSON	64/2
1587	438714	4480089	NUEVA ZELANDA-RUPERTO ANDRES	64/1
1588	438705	4480086	NUEVA ZELANDA-RUPERTO ANDRES	64/2 137/2 520/2
1589	438577	4480331	JUAN J.LOPEZ IBOR-ISLA CRISTINA	64/1
1590	438556	4480332	JUAN J.LOPEZ IBOR-ISLA CRISTINA	64/2 137/2 520/2
1591	438380	4480642	JUAN J.LOPEZ IBOR-DR.RAMON CASTROVIEJO	64/1
1592	438406	4480567	JUAN J.LOPEZ IBOR-DR.RAMON CASTROVIEJO	64/2 137/2 520/2
1593	438307	4480909	ISLAS ALEUTIANAS-JOAQUIN LORENZO	64/1 520/1
1594	438324	4481190	ISLAS ALEUTIANAS-AV.C.HERRERA ORIA	64/1
1595	439529	4481879	VENTISQUERO CONDESA-C.HERRERA ORIA	64/1 521/1
1596	439515	4481855	VENTISQUERO CONDESA-C.HERRERA ORIA	64/2 521/2
1597	439352	4482234	CERRO MINGUETE-VENTISQUERO CONDESA	64/2
1598	438297	4481112	ISLAS ALEUTIANAS-OTERO Y DELAGE	64/2 520/2
1599	440439	4478685	FCOS.RODRIGUEZ-BRAVO MURILLO	64/2 128/2
1600	440422	4478038	BRAVO MURILLO-ALMANSA	3/2 64/2 66/2 124/2 128/2 523/2
1602	441712	4481537	HOSPITAL LA PAZ-MATERNIDAD	67/1 124/1 132/1 132/2 135/1 137/1 524/1
1604	441515,3	4481577	ARZOBISPO MORCILLO-FAC.MEDICINA	67/1 132/2
1605	441510,4	4481567	ARZOBISPO MORCILLO-FAC.MEDICINA	67/2 132/1
1606	441307,8	4481771	JULIO PALACIOS Nº 10	67/1 524/1
1607	441290	4481766	JULIO PALACIOS Nº 27	67/2 524/2
1608	441256	4482027	PEDRO RICO-JULIO PALACIOS	67/1
1609	441281,3	4482015	PEDRO RICO-JULIO PALACIOS	67/2
1610	440943	4481940	PEDRO RICO-ARZOBISPO MORCILLO	67/1
1611	440932	4481911	PEDRO RICO-ARZOBISPO MORCILLO	67/2
1612	440450	4482060	FERMIN CABALLERO-PATONES	67/1 124/1 133/2 523/2
1613	440160,5	4481925	FERMIN CABALLERO-GINZO DE LIMIA	67/1 124/1 133/2
1614	440148,8	4481896	FERMIN CABALLERO-GINZO DE LIMIA	67/2 127/1 133/1
1615	439995,1	4481802	FERMIN CABALLERO-COLEGIO VALDELUZ	67/1 124/1 127/2 133/2
1616	439999,1	4481791	FERMIN CABALLERO-COLEGIO VALDELUZ	67/2 127/1 133/1
1617	439780,6	4481745	FERMIN CABALLERO-PZA.CIEZA	67/1 124/1 127/2 133/2
1618	439784,7	4481732	FERMIN CABALLERO-PZA.CIEZA	67/2 127/1 133/1
1619	439382	4481547	FERMIN CABALLERO-ISLA DE AROSA	67/1 127/2 521/2
1620	439388,7	4481532	FERMIN CABALLERO-ISLA DE AROSA	67/2 127/1 521/1
1621	439124	4481395	FERMIN CABALLERO-ISLAS CIES	67/1 127/2 521/2
1622	439119,7	4481375	FERMIN CABALLERO-ISLAS CIES	67/2 127/1 521/1
1623	438931	4481275	FERMIN CABALLERO-ISLA DE TABARCA	67/1 127/2 521/2
1624	438952	4481271	FERMIN CABALLERO-ISLA DE TABARCA	67/2 127/1 521/1
1625	438594	4481671	RAMON GOMEZ SERNA-COL.EL PINO	67/1
1626	438584	4481658	RAMON GOMEZ SERNA-COL.EL PINO	67/2 520/2
1627	438318	4481837	RAMON GOMEZ SERNA-ALEJANDRO CASONA	67/1
1628	438300	4481833	RAMON GOMEZ SERNA-A.CASONA	67/2 520/2
1629	438098	4481976	ROSALIA DE CASTRO Nº 75	67/1
1630	438105	4481954	ROSALIA DE CASTRO Nº 75	67/2
1631	437902	4481867	ROSALIA DE CASTRO-G.MISTRAL	67/1
1632	437931,6	4481948	ROSALIA DE CASTRO-G.MISTRAL	67/2
1633	437921	4481731	ALFONSO RGUEZ.CASTELAO-R.DE CASTRO	67/1 82/1 520/1
1634	437907	4481745	A.RGUEZ.CASTELAO-R.DE CASTRO	67/2 82/2
1635	437992	4481676	LEOPOLDO ALAS CLARIN-DR.REINOSA	67/1 67/2 82/1 520/1 520/2
1636	440209	4482035	VALENCIA DE DON JUAN-GINZO DE LIMIA	67/2 133/1 523/1
1637	440676,1	4482249	VALENCIA DE DON JUAN-A.MARQUERIE	67/2 133/1 523/1
1638	441008	4482269	ALFREDO MARQUERIE-F.CABALLERO	67/2
1639	440822	4481975	SANTIAGO COMPOSTELA-NARCIS MONTURIOL	67/2
1640	441951	4481443	HOSPITAL LA PAZ-RESIDENCIA GENERAL	67/2 124/2 134/2 135/2 524/2
1643	439719	4479269	STO.A.DE LA GUARDA-GRAL.HIERRO MTNEZ.	126/1 127/1 132/1 521/1
1644	439701	4479238	STO.A.DE LA GUARDA-GRAL.HIERRO MTNEZ.	126/2 127/2 132/2 521/2
1645	439627,8	4479612	STO.ANGEL DE LA GUARDA-ARCINIEGA	126/1 127/1 132/1 521/1
1646	439627	4479593	STO.ANGEL DE LA GUARDA-ARCINIEGA	126/2 127/2 132/2 521/2
1647	439429	4479626	ALCALDE MARTIN ALZAGA-ALTEA	126/1 127/1 132/1 521/1
1648	439476,1	4479620	ALCALDE MARTIN ALZAGA-ALTEA	126/2 127/2 132/2 521/2
1649	439206	4479567	ALCALDE MARTIN ALZAGA-ARTAJONA	126/1 127/1 132/1 521/1
1650	439223,4	4479561	ALCALDE MARTIN ALZAGA-ARTAJONA	126/2 127/2 132/2 521/2
1651	439065	4479642	ANTONIO MACHADO-ISLA DE OZA	126/1 127/1 132/1
